Category,Subcategory,Current_Value,Variable_Name,File_Path,Line_Number,Storage_Recommendation,Key_Name,Type,Description,Environment_Specific,Localizable,Priority,Recommendation,Risk_Level,SQL_Table,SQL_Column,SQL_Default_Value,SQL_Reference,Migrated
default_values,Default Values,0,Unknown,Services_WPF/ConnectionService.cs,100,appsettings.json,DefaultValues:ConnectionService,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Services_WPF/ConnectionService.cs,114,appsettings.json,DefaultValues:ConnectionService,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Services_WPF/ConnectionService.cs,124,appsettings.json,DefaultValues:ConnectionService,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Services_WPF/ConnectionService.cs,125,appsettings.json,DefaultValues:ConnectionService,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Services_WPF/ConnectionService.cs,160,appsettings.json,DefaultValues:ConnectionService,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/Addons/ConnectionStrengthControl.cs,110,appsettings.json,DefaultValues:ConnectionStrengthControl,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/Addons/ConnectionStrengthControl.cs,156,appsettings.json,DefaultValues:ConnectionStrengthControl,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,38,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,39,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Count,Controls/MainForm/Control_AdvancedInventory.cs,58,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Count,Controls/MainForm/Control_AdvancedInventory.cs,67,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,SelectedIndex,Controls/MainForm/Control_AdvancedInventory.cs,96,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,130,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,131,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,132,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,133,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,134,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,135,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,446,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,456,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,457,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,462,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,463,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,464,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,513,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,514,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,515,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,533,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,537,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,538,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,547,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,554,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,555,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,597,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,601,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,602,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,611,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Count,Controls/MainForm/Control_AdvancedInventory.cs,636,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,646,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,647,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,657,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,744,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,752,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,760,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,768,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,776,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,785,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,839,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,840,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,842,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,856,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,862,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,863,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,881,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,890,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,891,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,896,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,897,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,898,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,944,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,945,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,949,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,950,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,951,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,969,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,973,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,974,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,983,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,990,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,991,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1019,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1020,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1035,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1039,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,TRUE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1040,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = true,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1049,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1081,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1089,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1097,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1105,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,FALSE,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1137,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = false,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Count,Controls/MainForm/Control_AdvancedInventory.cs,1161,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1172,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
default_values,Default Values,0,Unknown,Controls/MainForm/Control_AdvancedInventory.cs,1180,appsettings.json,DefaultValues:Control_AdvancedInventory,string,Default value: = 0,FALSE,FALSE,Low,Consider moving to constants class,Low - Code organization,,,,Query,FALSE
